Ticker,Stock_date,Open_Price,Close_Price,Volume,Exchange_ID,Sector_ID,Corporation_ID
ADBE,2022-09-29,277.8,278.25,5155300,2.0,8.0,11.0
ADBE,2022-09-30,279.69,275.2,4576000,2.0,8.0,11.0
ADBE,2022-10-03,278.27,285.24,3738100,2.0,8.0,11.0
ADBE,2022-10-04,290.95,294.97,4509200,2.0,8.0,11.0
ADBE,2022-10-05,291.41,297.38,3469600,2.0,8.0,11.0
ADBE,2022-10-06,297.15,298.41,4884000,2.0,8.0,11.0
ADBE,2022-10-07,291.36,288.77,3495300,2.0,8.0,11.0
ADBE,2022-10-10,289.75,285.72,2906300,2.0,8.0,11.0
ADBE,2022-10-11,285.69,284.83,3209800,2.0,8.0,11.0
ADBE,2022-10-12,284.69,286.15,3044100,2.0,8.0,11.0
ADBE,2022-10-13,279.71,294.74,4737200,2.0,8.0,11.0
ADBE,2022-10-14,295.12,287.94,3563300,2.0,8.0,11.0
ADBE,2022-10-17,297.45,293.5,4600600,2.0,8.0,11.0
ADBE,2022-10-18,302.68,292.98,5472000,2.0,8.0,11.0
ADBE,2022-10-19,295.4,299.83,5529100,2.0,8.0,11.0
ADBE,2022-10-20,301.03,302.38,3621600,2.0,8.0,11.0
ADBE,2022-10-21,300.99,306.37,3656900,2.0,8.0,11.0
ADBE,2022-10-24,308.43,316.22,4817400,2.0,8.0,11.0
ADBE,2022-10-25,319.12,323.79,3814600,2.0,8.0,11.0
ADBE,2022-10-26,318.16,320.48,4207700,2.0,8.0,11.0
ADBE,2022-10-27,322.96,318.65,2870200,2.0,8.0,11.0
ADBE,2022-10-28,318.67,325.68,3005800,2.0,8.0,11.0
AMD,2022-09-29,67.15,64.14,102552400,2.0,8.0,12.0
AMD,2022-09-30,63.62,63.36,81618800,2.0,8.0,12.0
AMD,2022-10-03,64.46,66.11,83841600,2.0,8.0,12.0
AMD,2022-10-04,68.27,67.9,77160500,2.0,8.0,12.0
AMD,2022-10-05,66.59,67.94,87127400,2.0,8.0,12.0
AMD,2022-10-06,67.82,67.85,98325900,2.0,8.0,12.0
AMD,2022-10-07,64.01,58.44,163577800,2.0,8.0,12.0
AMD,2022-10-10,57.31,57.81,112241800,2.0,8.0,12.0
AMD,2022-10-11,57.21,57.63,114054800,2.0,8.0,12.0
AMD,2022-10-12,57.45,57.85,89264200,2.0,8.0,12.0
AMD,2022-10-13,55.52,58.94,131159800,2.0,8.0,12.0
AMD,2022-10-14,59.6,55.94,96831500,2.0,8.0,12.0
AMD,2022-10-17,57.35,57.96,76977600,2.0,8.0,12.0
AMD,2022-10-18,59.91,57.92,103064500,2.0,8.0,12.0
AMD,2022-10-19,57.33,57.23,75704800,2.0,8.0,12.0
AMD,2022-10-20,57.47,57.77,79552600,2.0,8.0,12.0
AMD,2022-10-21,57.22,58.82,95295600,2.0,8.0,12.0
AMD,2022-10-24,58.57,58.7,76305400,2.0,8.0,12.0
AMD,2022-10-25,58.77,61.47,85501900,2.0,8.0,12.0
AMD,2022-10-26,59.69,59.73,79761600,2.0,8.0,12.0
AMD,2022-10-27,61.6,58.6,83871400,2.0,8.0,12.0
AMD,2022-10-28,59.1,62.01,78116500,2.0,8.0,12.0
AMZN,2022-09-29,115.6,114.8,58969700,2.0,2.0,13.0
AMZN,2022-09-30,114.08,113.0,59409800,2.0,2.0,13.0
AMZN,2022-10-03,113.58,115.88,50941900,2.0,2.0,13.0
AMZN,2022-10-04,119.89,121.09,62812600,2.0,2.0,13.0
AMZN,2022-10-05,118.58,120.95,48217500,2.0,2.0,13.0
AMZN,2022-10-06,120.77,120.3,42253800,2.0,2.0,13.0
AMZN,2022-10-07,118.0,114.56,54626400,2.0,2.0,13.0
AMZN,2022-10-10,115.1,113.67,42339700,2.0,2.0,13.0
AMZN,2022-10-11,112.71,112.21,56432200,2.0,2.0,13.0
AMZN,2022-10-12,112.49,112.9,45728700,2.0,2.0,13.0
AMZN,2022-10-13,107.88,112.53,86868100,2.0,2.0,13.0
AMZN,2022-10-14,114.1,106.9,67651200,2.0,2.0,13.0
AMZN,2022-10-17,110.11,113.79,62782000,2.0,2.0,13.0
AMZN,2022-10-18,119.06,116.36,65607400,2.0,2.0,13.0
AMZN,2022-10-19,114.71,115.07,47198100,2.0,2.0,13.0
AMZN,2022-10-20,113.83,115.25,48795100,2.0,2.0,13.0
AMZN,2022-10-21,114.79,119.32,55611900,2.0,2.0,13.0
AMZN,2022-10-24,119.98,119.82,49531500,2.0,2.0,13.0
AMZN,2022-10-25,119.65,120.6,50934600,2.0,2.0,13.0
AMZN,2022-10-26,116.0,115.66,68802300,2.0,2.0,13.0
AMZN,2022-10-27,113.92,110.96,129605400,2.0,2.0,13.0
AMZN,2022-10-28,97.91,103.41,222855500,2.0,2.0,13.0
AAPL,2022-09-29,146.1,142.48,128138200,2.0,8.0,14.0
AAPL,2022-09-30,141.28,138.2,124705400,2.0,8.0,14.0
AAPL,2022-10-03,138.21,142.45,114311700,2.0,8.0,14.0
AAPL,2022-10-04,145.03,146.1,87830100,2.0,8.0,14.0
AAPL,2022-10-05,144.07,146.4,79471000,2.0,8.0,14.0
AAPL,2022-10-06,145.81,145.43,68402200,2.0,8.0,14.0
AAPL,2022-10-07,142.54,140.09,85859100,2.0,8.0,14.0
AAPL,2022-10-10,140.42,140.42,74899000,2.0,8.0,14.0
AAPL,2022-10-11,139.9,138.98,77033700,2.0,8.0,14.0
AAPL,2022-10-12,139.13,138.34,70433700,2.0,8.0,14.0
AAPL,2022-10-13,134.99,142.99,113224000,2.0,8.0,14.0
AAPL,2022-10-14,144.31,138.38,88512300,2.0,8.0,14.0
AAPL,2022-10-17,141.07,142.41,85250900,2.0,8.0,14.0
AAPL,2022-10-18,145.49,143.75,99136600,2.0,8.0,14.0
AAPL,2022-10-19,141.69,143.86,61758300,2.0,8.0,14.0
AAPL,2022-10-20,143.02,143.39,64522000,2.0,8.0,14.0
AAPL,2022-10-21,142.87,147.27,86464700,2.0,8.0,14.0
AAPL,2022-10-24,147.19,149.45,75981900,2.0,8.0,14.0
AAPL,2022-10-25,150.09,152.34,74732300,2.0,8.0,14.0
AAPL,2022-10-26,150.96,149.35,88194300,2.0,8.0,14.0
AAPL,2022-10-27,148.07,144.8,109180200,2.0,8.0,14.0
AAPL,2022-10-28,148.2,155.74,164659100,2.0,8.0,14.0
BBY,2022-09-29,66.42,65.08,2666300,2.0,2.0,15.0
BBY,2022-09-30,64.39,63.34,2908900,2.0,2.0,15.0
BBY,2022-10-03,64.23,63.67,3227000,2.0,2.0,15.0
BBY,2022-10-04,65.13,67.4,2487800,2.0,2.0,15.0
BBY,2022-10-05,66.18,67.9,2927800,2.0,2.0,15.0
BBY,2022-10-06,67.75,66.81,1773000,2.0,2.0,15.0
BBY,2022-10-07,65.53,64.53,1878200,2.0,2.0,15.0
BBY,2022-10-10,64.72,63.34,2026100,2.0,2.0,15.0
BBY,2022-10-11,63.47,63.85,2404100,2.0,2.0,15.0
BBY,2022-10-12,63.81,63.2,1661900,2.0,2.0,15.0
BBY,2022-10-13,61.79,64.51,2733800,2.0,2.0,15.0
BBY,2022-10-14,65.3,63.35,1753700,2.0,2.0,15.0
BBY,2022-10-17,64.6,65.59,2786500,2.0,2.0,15.0
BBY,2022-10-18,67.29,66.56,2320200,2.0,2.0,15.0
BBY,2022-10-19,64.29,63.74,3884200,2.0,2.0,15.0
BBY,2022-10-20,63.78,62.85,1900700,2.0,2.0,15.0
BBY,2022-10-21,62.56,63.77,2328700,2.0,2.0,15.0
BBY,2022-10-24,64.22,63.8,2813600,2.0,2.0,15.0
BBY,2022-10-25,64.24,65.69,2602100,2.0,2.0,15.0
BBY,2022-10-26,65.92,65.99,2340400,2.0,2.0,15.0
BBY,2022-10-27,66.43,65.84,2451000,2.0,2.0,15.0
BBY,2022-10-28,65.88,68.35,2344500,2.0,2.0,15.0
CVS,2022-09-29,97.42,96.4,5185200,2.0,6.0,16.0
CVS,2022-09-30,96.43,94.8,5391500,2.0,6.0,16.0
CVS,2022-10-03,95.4,97.17,3935800,2.0,6.0,16.0
CVS,2022-10-04,97.6,99.92,5598400,2.0,6.0,16.0
CVS,2022-10-05,99.44,99.85,3220800,2.0,6.0,16.0
CVS,2022-10-06,99.39,97.99,4171000,2.0,6.0,16.0
CVS,2022-10-07,92.62,87.72,19711900,2.0,6.0,16.0
CVS,2022-10-10,87.18,87.72,7429800,2.0,6.0,16.0
CVS,2022-10-11,87.21,87.97,6898100,2.0,6.0,16.0
CVS,2022-10-12,88.21,87.31,4926500,2.0,6.0,16.0
CVS,2022-10-13,85.96,89.56,6056300,2.0,6.0,16.0
CVS,2022-10-14,90.3,88.76,5475500,2.0,6.0,16.0
CVS,2022-10-17,89.45,90.34,5493900,2.0,6.0,16.0
CVS,2022-10-18,91.7,91.39,5659000,2.0,6.0,16.0
CVS,2022-10-19,91.35,91.11,4004600,2.0,6.0,16.0
CVS,2022-10-20,91.46,90.99,4798500,2.0,6.0,16.0
CVS,2022-10-21,90.84,92.72,4919100,2.0,6.0,16.0
CVS,2022-10-24,93.91,94.8,7183500,2.0,6.0,16.0
CVS,2022-10-25,91.13,92.22,13822400,2.0,6.0,16.0
CVS,2022-10-26,93.16,92.73,7619300,2.0,6.0,16.0
CVS,2022-10-27,93.0,92.7,5610700,2.0,6.0,16.0
CVS,2022-10-28,92.92,94.19,6759800,2.0,6.0,16.0
GOOGL,2022-09-29,98.64,97.42,31047200,2.0,1.0,17.0
GOOGL,2022-09-30,97.05,95.65,32910100,2.0,1.0,17.0
GOOGL,2022-10-03,96.76,98.64,27982000,2.0,1.0,17.0
GOOGL,2022-10-04,100.44,101.64,28850800,2.0,1.0,17.0
GOOGL,2022-10-05,99.83,101.43,22176900,2.0,1.0,17.0
GOOGL,2022-10-06,100.68,101.42,22324000,2.0,1.0,17.0
GOOGL,2022-10-07,99.85,98.68,27481800,2.0,1.0,17.0
GOOGL,2022-10-10,99.0,97.86,18225100,2.0,1.0,17.0
GOOGL,2022-10-11,97.43,97.18,26507100,2.0,1.0,17.0
GOOGL,2022-10-12,97.3,97.56,21876400,2.0,1.0,17.0
GOOGL,2022-10-13,95.15,99.06,34574500,2.0,1.0,17.0
GOOGL,2022-10-14,99.99,96.56,25388100,2.0,1.0,17.0
GOOGL,2022-10-17,98.86,99.97,28419200,2.0,1.0,17.0
GOOGL,2022-10-18,103.13,100.77,24060700,2.0,1.0,17.0
GOOGL,2022-10-19,100.01,99.63,23811100,2.0,1.0,17.0
GOOGL,2022-10-20,100.0,99.97,25323200,2.0,1.0,17.0
GOOGL,2022-10-21,97.85,101.13,32424700,2.0,1.0,17.0
GOOGL,2022-10-24,101.8,102.52,27176400,2.0,1.0,17.0
GOOGL,2022-10-25,102.9,104.48,40611400,2.0,1.0,17.0
GOOGL,2022-10-26,96.43,94.93,88114100,2.0,1.0,17.0
GOOGL,2022-10-27,94.52,92.22,60710900,2.0,1.0,17.0
GOOGL,2022-10-28,92.27,96.29,43651600,2.0,1.0,17.0
IBM,2022-09-29,121.85,121.63,3817700,1.0,8.0,18.0
IBM,2022-09-30,121.66,118.81,5344800,1.0,8.0,18.0
IBM,2022-10-03,120.16,121.51,4261700,1.0,8.0,18.0
IBM,2022-10-04,122.8,125.5,4566100,1.0,8.0,18.0
IBM,2022-10-05,124.71,125.74,3212900,1.0,8.0,18.0
IBM,2022-10-06,124.88,122.23,5074600,1.0,8.0,18.0
IBM,2022-10-07,121.5,118.82,4498200,1.0,8.0,18.0
IBM,2022-10-10,119.79,117.75,5990000,1.0,8.0,18.0
IBM,2022-10-11,117.46,117.8,4043100,1.0,8.0,18.0
IBM,2022-10-12,118.0,117.57,3338800,1.0,8.0,18.0
IBM,2022-10-13,116.1,121.79,5837500,1.0,8.0,18.0
IBM,2022-10-14,121.8,120.04,3762400,1.0,8.0,18.0
IBM,2022-10-17,121.8,121.52,5458600,1.0,8.0,18.0
IBM,2022-10-18,123.0,122.94,5120300,1.0,8.0,18.0
IBM,2022-10-19,122.36,122.51,5906600,1.0,8.0,18.0
IBM,2022-10-20,126.25,128.3,13623100,1.0,8.0,18.0
IBM,2022-10-21,128.39,129.9,7200400,1.0,8.0,18.0
IBM,2022-10-24,130.9,132.69,5610900,1.0,8.0,18.0
IBM,2022-10-25,132.0,132.93,5957600,1.0,8.0,18.0
IBM,2022-10-26,133.72,135.01,5139000,1.0,8.0,18.0
IBM,2022-10-27,135.55,134.77,3993200,1.0,8.0,18.0
IBM,2022-10-28,135.56,138.51,5964100,1.0,8.0,18.0
TSLA,2022-09-29,282.76,268.21,77620600,2.0,2.0,19.0
TSLA,2022-09-30,266.15,265.25,67517800,2.0,2.0,19.0
TSLA,2022-10-03,254.5,242.4,98363500,2.0,2.0,19.0
TSLA,2022-10-04,250.52,249.44,109578500,2.0,2.0,19.0
TSLA,2022-10-05,245.01,240.81,86982700,2.0,2.0,19.0
TSLA,2022-10-06,239.44,238.13,69298400,2.0,2.0,19.0
TSLA,2022-10-07,233.94,223.07,83592300,2.0,2.0,19.0
TSLA,2022-10-10,223.93,222.96,67925000,2.0,2.0,19.0
TSLA,2022-10-11,220.95,216.5,77013200,2.0,2.0,19.0
TSLA,2022-10-12,215.33,217.24,66860700,2.0,2.0,19.0
TSLA,2022-10-13,208.3,221.72,91483000,2.0,2.0,19.0
TSLA,2022-10-14,224.01,204.99,93898700,2.0,2.0,19.0
TSLA,2022-10-17,210.04,219.35,79428800,2.0,2.0,19.0
TSLA,2022-10-18,229.5,220.19,75891900,2.0,2.0,19.0
TSLA,2022-10-19,219.8,222.04,66571500,2.0,2.0,19.0
TSLA,2022-10-20,208.28,207.28,117798100,2.0,2.0,19.0
TSLA,2022-10-21,206.42,214.44,75529300,2.0,2.0,19.0
TSLA,2022-10-24,205.82,211.25,100446800,2.0,2.0,19.0
TSLA,2022-10-25,210.1,222.42,96507900,2.0,2.0,19.0
TSLA,2022-10-26,219.4,224.64,85012500,2.0,2.0,19.0
TSLA,2022-10-27,229.77,225.09,61638800,2.0,2.0,19.0
TSLA,2022-10-28,225.4,228.52,69039900,2.0,2.0,19.0
